region_id,lgd_code,name
block_3473,3473,KUNDURA
block_3474,3474,LAMTAPUT
block_3475,3475,LAXMIPUR
block_3476,3476,NANDAPUR
block_3477,3477,NARAYAN PATANA
block_3478,3478,POTTANGI
block_3479,3479,SEMILIGUDA
block_3480,3480,KALIMELA
block_3481,3481,KHAIRAPUT
block_3482,3482,KORUKONDA
block_3483,3483,CHITRAKONDA
block_3484,3484,MALKANGIRI
block_3485,3485,MATHILI
block_3486,3486,PODIA
block_3487,3487,BADASAHI
block_3488,3488,BAHALDA
block_3489,3489,BANGRIPOSI
block_3490,3490,BARIPADA
block_3491,3491,BETNOTI
block_3492,3492,BIJATALA
block_3493,3493,BISOI
block_3494,3494,GOPABANDHUNAGAR
block_3495,3495,JAMDA
block_3496,3496,JOSHIPUR
block_3497,3497,KAPTIPADA
block_3498,3498,KARANJIA
block_3499,3499,KHUNTA
block_3500,3500,KULIANA
block_3501,3501,KUSUMI
block_3502,3502,MORADA
block_3503,3503,RAIRANGPUR
block_3504,3504,RARUAN
block_3505,3505,RASGOVINDPUR
block_3506,3506,SAMAKHUNTA
block_3507,3507,SARASKANA
block_3508,3508,SUKRULI
block_3509,3509,SULIAPADA
block_3510,3510,THAKURMUNDA
block_3511,3511,TIRING
block_3512,3512,UDALA
block_3513,3513,CHANDAHANDI
block_3514,3514,DABUGAM
block_3515,3515,JHARIGAM
block_3516,3516,KOSAGUMUDA
block_3517,3517,NABARANGPUR
block_3518,3518,NANDAHANDI
block_3519,3519,PAPADAHANDI
block_3520,3520,RAIGHAR
block_3521,3521,TENTULIKHUNTI
block_3522,3522,UMERKOTE
block_3523,3523,BHAPUR
block_3524,3524,DASAPALLA
block_3525,3525,GANIA
block_3526,3526,KHANDAPARA
block_3527,3527,NAYAGARH
block_3528,3528,NUAGAON
block_3529,3529,ODAGAON
block_3530,3530,RANAPUR
block_3531,3531,BODEN
block_3532,3532,KHARIAR
block_3533,3533,KOMNA
block_3534,3534,NUAPADA
block_3535,3535,SINAPALI
block_3536,3536,ASTARANGA
block_3537,3537,BRAHMAGIRI
block_3538,3538,DELANGA
block_3539,3539,GOP
block_3540,3540,KAKAT PUR
block_3541,3541,KANAS
block_3542,3542,KRUSHNAPRASAD
block_3543,3543,NIMAPADA
block_3544,3544,PIPILI
block_3545,3545,SADAR
block_3546,3546,SATYABADI
block_3547,3547,BISSAMCUTTACK
block_3548,3548,CHANDRAPUR
block_3549,3549,GUDARI
block_3550,3550,GUNUPUR
block_3551,3551,KALYANSINGPUR
block_3552,3552,KASIPUR
block_3553,3553,KOLNARA
block_3554,3554,MUNIGUDA
block_3555,3555,PADMAPUR
block_3556,3556,RAMANAGUDA
block_3557,3557,RAYAGADA
block_3558,3558,BAMRA
block_3559,3559,DHANKAUDA
block_3560,3560,JAMANKIRA
block_3561,3561,JUJOMURA
block_3562,3562,KUCHINDA
block_3563,3563,MANESWAR
block_3564,3564,NAKTIDEUL
block_3565,3565,RAIRAKHOL
block_3566,3566,RENGALI
block_3567,3567,BINIKA
block_3568,3568,BIRMAHARAJPUR
block_3569,3569,DUNGURIPALI
block_3570,3570,SONEPUR
block_3571,3571,TARBHA
block_3572,3572,ULLUNDA
block_3573,3573,BALISANKARA
block_3574,3574,BARGAON
block_3575,3575,BISRA
block_3576,3576,BONAIGARH
block_3577,3577,GURUNDIA
block_3578,3578,HEMGIR
block_3579,3579,KOIDA
